name,value,file,id
 Telefone(s), (33) 3436-1248 ,data/raw/cartorios-de-rio-vermelho-mg.html,0
ável," Hélio Martins Barroso Telefone, endereço, e-mail e todos os dados do(a) Vara Única da Comarca de Rio Vermelho",data/raw/cartorios-de-rio-vermelho-mg.html,0
☞ Endereço," Pç.prefeito Antônio Virgínio da Silva, Bairro: Centro - Natércia/MG - CEP 37524-000",data/raw/cartorios-de-natercia-mg.html,0
✉ Email, [email protected] ,data/raw/cartorios-de-natercia-mg.html,0
 Telefone(s), (35) 3456-1383 ,data/raw/cartorios-de-natercia-mg.html,0
ável," Sandra Nacácio da Silva Telefone, endereço, e-mail e todos os dados do(a) Vara Única da Comarca de Natércia",data/raw/cartorios-de-natercia-mg.html,0
Situação do Cartório, Ativo Escrivão(ã) Titular: Marcio Augusto Ferreira Monteiro desde 10/07/2007,data/raw/cartorios-de-canutama-am.html,0
Situação do responsável," PROVIDO Escrivão(ã) Substituto(a): Não Possui Substituto Informado. Atribuições: • Notas • Protesto de Títulos • Registro Civil das Pessoas Naturais • Registro de Distribuição • Registro de Imóveis • Registro de Imóveis e Títulos e Documentos • Registro de Interdições e Tutelas • Registro de Títulos e Documentos • Registro de Títulos e Documentos e Civis das Pessoas Jurídicas ☞ Endereço: Rua Antonio Alberto nº 413, Bairro: Centro - Canutama/AM - CEP 69820-000",data/raw/cartorios-de-canutama-am.html,0
✉ Email, [email protected] ,data/raw/cartorios-de-canutama-am.html,0
 Telefone(s)," (97) 9163-1369 e (97) 3334-1008 Horário de funcionamento: Segunda a Sexta. De: 08:00 Até: 17:00 Cartório Informatizado: Sim Com Internet: Sim Data da Criação: 26/03/2008 CNS: 00.466-3 Telefone, endereço, e-mail e todos os dados do Cartório do Judicial e Anexos da Comarca de Canutama",data/raw/cartorios-de-canutama-am.html,0
☞ Endereço," Rua Floriano Peixoto, Bairro: Centro - Canutama/AM - CEP 69820-000",data/raw/cartorios-de-canutama-am.html,1
✉ Email, [email protected] ,data/raw/cartorios-de-canutama-am.html,1
 Telefone(s), (97) 3334-1221 ,data/raw/cartorios-de-canutama-am.html,1
ável," Luiz Gustavo Pinheiro da Silva Telefone, endereço, e-mail e todos os dados do(a) Vara da Comarca de Canutama",data/raw/cartorios-de-canutama-am.html,1
☞ Endereço," Praca Jose Berardinelli Vieira, Bairro: Centro - Porciúncula/RJ - CEP 28390000",data/raw/cartorios-de-porciuncula-rj.html,0
✉ Email, [email protected] ,data/raw/cartorios-de-porciuncula-rj.html,0
 Telefone(s), (22) 38421575 ,data/raw/cartorios-de-porciuncula-rj.html,0
ável," Fernando Figueira de Souza Telefone, endereço, e-mail e todos os dados do(a) Porciuncula Vara Única",data/raw/cartorios-de-porciuncula-rj.html,0
Situação do Cartório, Ativo Escrivão(ã) Titular: Justino Gomes Neto desde 08/02/1982,data/raw/cartorios-de-ouro-branco-rn.html,0
Situação do responsável," PROVIDO Escrivão(ã) Substituto(a): Não Possui Substituto Informado. Atribuições: • Notas • Protesto de Títulos • Registro Civil das Pessoas Jurídicas • Registro Civil das Pessoas Naturais • Registro de Imóveis • Registro de Imóveis e Títulos e Documentos • Registro de Títulos e Documentos • Registro de Títulos e Documentos e Civis das Pessoas Jurídicas ☞ Endereço: Rua João Melquíadeds, 63, Bairro: Centro - Ouro Branco/RN - CEP 59347-000",data/raw/cartorios-de-ouro-branco-rn.html,0
✉ Email, [email protected] ,data/raw/cartorios-de-ouro-branco-rn.html,0
 Telefone(s)," (84) 3477-0045 e (84) 8731-6109 Horário de funcionamento: Segunda a Sexta. De: 08:00 Até: 18:00 Cartório Informatizado: Sim Com Internet: Sim Data da Criação: 01/04/1933 CNS: 09.480-5 Telefone, endereço, e-mail e todos os dados do Cartório Único Judiciário do Termo de Ouro Branco/RN",data/raw/cartorios-de-ouro-branco-rn.html,0
☞ Endereço," Rua Presidente Costa e Silva, Bairro: Vila Nova - Arenápolis/MT - CEP 78420-000",data/raw/cartorios-de-arenapolis-mt.html,0
✉ Email, [email protected] ,data/raw/cartorios-de-arenapolis-mt.html,0
 Telefone(s), não Informado. ,data/raw/cartorios-de-arenapolis-mt.html,0
ável," Augusta Prutchansky Martins Gomes Telefone, endereço, e-mail e todos os dados do(a) Vara Única",data/raw/cartorios-de-arenapolis-mt.html,0
Situação do Cartório, Ativo Escrivão(ã) Titular: Iracema de Almeida Neves desde 08/10/1981,data/raw/cartorios-de-silves-am.html,0
Situação do responsável," PROVIDO Escrivão(ã) Substituto(a): Não Possui Substituto Informado. Atribuições: • Notas • Protesto de Títulos • Registro Civil das Pessoas Jurídicas • Registro Civil das Pessoas Naturais • Registro de Imóveis • Registro de Imóveis e Títulos e Documentos • Registro de Interdições e Tutelas • Registro de Títulos e Documentos • Registro de Títulos e Documentos e Civis das Pessoas Jurídicas ☞ Endereço: Avenida Governador Eduardo Braga S/n, Bairro: Panorama - Silves/AM - CEP 69114-000",data/raw/cartorios-de-silves-am.html,0
✉ Email, [email protected] ,data/raw/cartorios-de-silves-am.html,0
 Telefone(s)," (92) 3528-2418 e (92) 99205-3263 Horário de funcionamento: Segunda a Sexta. De: 08:00 Até: 15:00 Cartório Informatizado: Sim Com Internet: Sim Data da Criação: 03/05/1976 CNS: 00.480-4 Telefone, endereço, e-mail e todos os dados do Cartório do Judicial e Anexos da Comarca de Silves",data/raw/cartorios-de-silves-am.html,0
☞ Endereço," Avenida Eduardo Braga, S/ N., Bairro: Panorama - Silves/AM - CEP 69000-000",data/raw/cartorios-de-silves-am.html,1
✉ Email, [email protected] ,data/raw/cartorios-de-silves-am.html,1
 Telefone(s), (92) 3528-2043 ,data/raw/cartorios-de-silves-am.html,1
ável," Iracema de Almeida Neves Telefone, endereço, e-mail e todos os dados do(a) Vara da Comarca de Silves",data/raw/cartorios-de-silves-am.html,1
☞ Endereço," Rua São Francisco Nº49, Bairro: Centro - Diamantina/MG - CEP 39100-000",data/raw/cartorios-de-diamantina-mg.html,0
✉ Email, [email protected] ,data/raw/cartorios-de-diamantina-mg.html,0
 Telefone(s), (38) 3531-2600 ,data/raw/cartorios-de-diamantina-mg.html,0
ável," Conceição Alves Campos Silva Telefone, endereço, e-mail e todos os dados do(a) 2ª Vara Cível, Criminal e da Infância e da Juventude da Comarca de Diamantina",data/raw/cartorios-de-diamantina-mg.html,0
☞ Endereço," Praça Jk, Bairro: Centro - Diamantina/MG - CEP 39100-000",data/raw/cartorios-de-diamantina-mg.html,1
✉ Email, [email protected] ,data/raw/cartorios-de-diamantina-mg.html,1
 Telefone(s), (38) 3531-1647 ,data/raw/cartorios-de-diamantina-mg.html,1
ável," Vanderleia de Souza Benfica Telefone, endereço, e-mail e todos os dados do(a) 1ª Vara Cível, Criminal e de Execuções Penais da Comarca de Diamantina",data/raw/cartorios-de-diamantina-mg.html,1
☞ Endereço," Rua Gil Pimentel Moura, Bairro: Centro - Lins/SP - CEP 16405-000",data/raw/cartorios-de-lins-sp.html,0
✉ Email, [email protected] ,data/raw/cartorios-de-lins-sp.html,0
 Telefone(s), (14) 3522-3977 ,data/raw/cartorios-de-lins-sp.html,0
ável," Gilberto Martins Bajo Telefone, endereço, e-mail e todos os dados do(a) Vara Juizado Especial Civel de Lins",data/raw/cartorios-de-lins-sp.html,0
☞ Endereço," Rua Milton Rosal, Bairro: Centro - Cristino Castro/PI - CEP 64920-000",data/raw/cartorios-de-cristino-castro-pi.html,0
✉ Email, [email protected] ,data/raw/cartorios-de-cristino-castro-pi.html,0
 Telefone(s), (89) 3563-1761 ,data/raw/cartorios-de-cristino-castro-pi.html,0
ável," Maria Betania Lima Martins Telefone, endereço, e-mail e todos os dados do(a) Vara Única de Cristino Castro",data/raw/cartorios-de-cristino-castro-pi.html,0
☞ Endereço," Av. Gomes da Silva, Bairro: Centro - Apuiarés/CE - CEP 62630-000",data/raw/cartorios-de-apuiares-ce.html,0
✉ Email, [email protected] ,data/raw/cartorios-de-apuiares-ce.html,0
 Telefone(s), (85) 3356-1307 ,data/raw/cartorios-de-apuiares-ce.html,0
ável," Antonia Jaqueline Alves Vieira Telefone, endereço, e-mail e todos os dados do(a) Vara Única Vinculada de Apuiares",data/raw/cartorios-de-apuiares-ce.html,0
Situação do Cartório, Ativo Escrivão(ã) Titular: Marco Antonio Frota desde 08/06/2016,data/raw/cartorios-de-itapipoca-ce.html,0
Situação do responsável," VAGO Escrivão(ã) Substituto(a): Não Possui Substituto Informado. Atribuições: • Notas • Registro Civil das Pessoas Naturais ☞ Endereço: Rua Joao Tabosa Braga, Bairro: Centro - Itapipoca/CE - CEP 62500-000",data/raw/cartorios-de-itapipoca-ce.html,0
✉ Email, [email protected] ,data/raw/cartorios-de-itapipoca-ce.html,0
 Telefone(s)," (88) 99845-1740 Horário de funcionamento: Segunda a Sexta. De: 07:30 Até: 17:00 Cartório Informatizado: Não Com Internet: Sim Data da Criação: 30/06/1921 CNS: 14.705-8 Telefone, endereço, e-mail e todos os dados do Cart Reg Civil do Dist Judiciario de Assuncao",data/raw/cartorios-de-itapipoca-ce.html,0
☞ Endereço," Rua Sete de Setembro, Bairro: Centro - Itapipoca/CE - CEP 62500-000",data/raw/cartorios-de-itapipoca-ce.html,1
✉ Email, [email protected] ,data/raw/cartorios-de-itapipoca-ce.html,1
 Telefone(s), (88) 3631-7733 ,data/raw/cartorios-de-itapipoca-ce.html,1
ável," Renata Santos Nadyer Barbosa Telefone, endereço, e-mail e todos os dados do(a) 3ª Vara da Comarca de Itapipoca",data/raw/cartorios-de-itapipoca-ce.html,1
☞ Endereço," Av. Anastácio Braga, Bairro: Centro - Itapipoca/CE - CEP 62500-000",data/raw/cartorios-de-itapipoca-ce.html,2
✉ Email, [email protected] ,data/raw/cartorios-de-itapipoca-ce.html,2
 Telefone(s), (88) 3631-3549 ,data/raw/cartorios-de-itapipoca-ce.html,2
ável," Marcos Venício Costa do Nascimento Telefone, endereço, e-mail e todos os dados do(a) 1ª Vara da Comarca de Itapipoca",data/raw/cartorios-de-itapipoca-ce.html,2
☞ Endereço," Av Esaú Alves Aguiar, Bairro: Fazendinha - Itapipoca/CE - CEP 62500-000",data/raw/cartorios-de-itapipoca-ce.html,3
✉ Email, [email protected] ,data/raw/cartorios-de-itapipoca-ce.html,3
 Telefone(s), (88) 3631-3548 ,data/raw/cartorios-de-itapipoca-ce.html,3
ável," Maria Lenilda Ribeiro Telefone, endereço, e-mail e todos os dados do(a) 2ª Vara da Comarca de Itapipoca",data/raw/cartorios-de-itapipoca-ce.html,3
Situação do Cartório, Ativo Escrivão(ã) Titular: Sharon Cardoso Cândido de Oliveira desde 21/10/2010,data/raw/cartorios-de-mancio-lima-ac.html,0
Situação do responsável," PROVIDO Escrivão(ã) Substituto(a): Não Possui Substituto Informado. Atribuições: • Notas • Protesto de Títulos • Registro Civil das Pessoas Jurídicas • Registro Civil das Pessoas Naturais • Registro de Imóveis • Registro de Imóveis e Títulos e Documentos • Registro de Interdições e Tutelas • Registro de Títulos e Documentos • Registro de Títulos e Documentos e Civis das Pessoas Jurídicas ☞ Endereço: Av. Japiim, nº 1171, Sala 09, Bairro: Centro - Mâncio Lima/AC - CEP 69990-000",data/raw/cartorios-de-mancio-lima-ac.html,0
✉ Email, [email protected] ,data/raw/cartorios-de-mancio-lima-ac.html,0
 Telefone(s)," (68) 3343-1696 Horário de funcionamento: Segunda a Sexta. De: 08:00 Até: 16:00 Cartório Informatizado: Sim Com Internet: Sim Data da Criação: 21/10/2010 CNS: 15.392-4 Telefone, endereço, e-mail e todos os dados do Serventia Extrajudicial da Comarca de Mâncio Lima",data/raw/cartorios-de-mancio-lima-ac.html,0
☞ Endereço," Rua Joaquim Generoso de Oliveira, Bairro: Centro - Mâncio Lima/AC - CEP 69990-000",data/raw/cartorios-de-mancio-lima-ac.html,1
✉ Email, [email protected] ,data/raw/cartorios-de-mancio-lima-ac.html,1
 Telefone(s), (68) 3343-1039 ,data/raw/cartorios-de-mancio-lima-ac.html,1
ável," Lúcio Alessandro Araujo de Souza Telefone, endereço, e-mail e todos os dados do(a) Vara Única",data/raw/cartorios-de-mancio-lima-ac.html,1
☞ Endereço," , Bairro: - Mâncio Lima/AC - CEP ",data/raw/cartorios-de-mancio-lima-ac.html,2
 Telefone(s), não Informado. Sem maiores informações sobre essa unidade judiciária,data/raw/cartorios-de-mancio-lima-ac.html,2
☞ Endereço," Av. Elpidio Sestari, Bairro: Centro - Bela Vista do Paraíso/PR - CEP 86130-000",data/raw/cartorios-de-bela-vista-do-paraiso-pr.html,0
✉ Email, [email protected] ,data/raw/cartorios-de-bela-vista-do-paraiso-pr.html,0
 Telefone(s), (43) 3242-2272 ,data/raw/cartorios-de-bela-vista-do-paraiso-pr.html,0
ável," Vera Capille Fernandes Telefone, endereço, e-mail e todos os dados do(a) Vara Cível - Bela Vista do Paraiso",data/raw/cartorios-de-bela-vista-do-paraiso-pr.html,0
☞ Endereço," Av. Elpídio Sestari, Bairro: Centro - Bela Vista do Paraíso/PR - CEP 86130-000",data/raw/cartorios-de-bela-vista-do-paraiso-pr.html,1
✉ Email, [email protected] ,data/raw/cartorios-de-bela-vista-do-paraiso-pr.html,1
 Telefone(s), (43) 3242-1165 ,data/raw/cartorios-de-bela-vista-do-paraiso-pr.html,1
ável," Andrei Fernando Bergamo Telefone, endereço, e-mail e todos os dados do(a) Vara Criminal - Bela Vista do Paraiso",data/raw/cartorios-de-bela-vista-do-paraiso-pr.html,1
☞ Endereço," , Bairro: - Bela Vista do Paraíso/PR - CEP ",data/raw/cartorios-de-bela-vista-do-paraiso-pr.html,2
 Telefone(s), não Informado. Sem maiores informações sobre essa unidade judiciária,data/raw/cartorios-de-bela-vista-do-paraiso-pr.html,2
☞ Endereço," Rua Humaitá, Bairro: Centro - Colorado do Oeste/RO - CEP 76993-000",data/raw/cartorios-de-colorado-do-oeste-ro.html,0
✉ Email, [email protected] ,data/raw/cartorios-de-colorado-do-oeste-ro.html,0
 Telefone(s), (69) 3341-4083 ,data/raw/cartorios-de-colorado-do-oeste-ro.html,0
ável," Geralda Marta de Souza Gomes Cardoso Telefone, endereço, e-mail e todos os dados do(a) Vara Cível",data/raw/cartorios-de-colorado-do-oeste-ro.html,0
☞ Endereço," Rua Humaitá, Bairro: Centro - Colorado do Oeste/RO - CEP 76993-000",data/raw/cartorios-de-colorado-do-oeste-ro.html,1
✉ Email, [email protected] ,data/raw/cartorios-de-colorado-do-oeste-ro.html,1
 Telefone(s), (69) 3341-3021 ,data/raw/cartorios-de-colorado-do-oeste-ro.html,1
ável," Vera Lúcia Brasil da Cruz Santana Telefone, endereço, e-mail e todos os dados do(a) Vara Criminal",data/raw/cartorios-de-colorado-do-oeste-ro.html,1
☞ Endereço," Rua Nova do Castelo, Bairro: Centro - Caldeirão Grande/BA - CEP 44700-000",data/raw/cartorios-de-caldeirao-grande-ba.html,0
✉ Email, [email protected] ,data/raw/cartorios-de-caldeirao-grande-ba.html,0
 Telefone(s), (74) 3634-2108 ,data/raw/cartorios-de-caldeirao-grande-ba.html,0
ável," Solange de Sousa Silva Telefone, endereço, e-mail e todos os dados do(a) Vara Jurisdição Plena",data/raw/cartorios-de-caldeirao-grande-ba.html,0
Situação do Cartório, Ativo Escrivão(ã) Titular: Edileya Miranda Gonçalves dos Santos desde 06/03/2011,data/raw/cartorios-de-davinopolis-ma.html,0
Situação do responsável," PROVIDO Escrivão(ã) Substituto(a): Não Possui Substituto Informado. Atribuições: • Notas • Protesto de Títulos • Registro Civil das Pessoas Jurídicas • Registro Civil das Pessoas Naturais • Registro de Contratos Marítimos • Registro de Imóveis • Registro de Imóveis e Títulos e Documentos • Registro de Interdições e Tutelas • Registro de Títulos e Documentos • Registro de Títulos e Documentos e Civis das Pessoas Jurídicas ☞ Endereço: Rua João Lisboa, nº 176, Bairro: Centro - Davinópolis/MA - CEP 65927-000",data/raw/cartorios-de-davinopolis-ma.html,0
Horário de funcionamento," Segunda a Sexta. De: 08:00 Até: 18:00 Cartório Informatizado: Sim Com Internet: Sim Data da Criação: 19/02/2010 CNS: 14.977-3 Telefone, endereço, e-mail e todos os dados do Serventia Extrajudicial",data/raw/cartorios-de-davinopolis-ma.html,0
☞ Endereço," Rua Cel. José Thomás, Bairro: Centro - Luz/MG - CEP 35595-000",data/raw/cartorios-de-luz-mg.html,0
✉ Email, [email protected] ,data/raw/cartorios-de-luz-mg.html,0
 Telefone(s), (37) 3421-1253 ,data/raw/cartorios-de-luz-mg.html,0
ável," Ariadne Carla Fonseca Damião Telefone, endereço, e-mail e todos os dados do(a) Vara Única da Comarca de Luz",data/raw/cartorios-de-luz-mg.html,0
☞ Endereço," Avenida Juca Pinhé, Bairro: Santa Mônica - Paranaíba/MS - CEP 79500-000",data/raw/cartorios-de-paranaiba-ms.html,0
✉ Email, [email protected] ,data/raw/cartorios-de-paranaiba-ms.html,0
 Telefone(s), (67) 3668-1812 ,data/raw/cartorios-de-paranaiba-ms.html,0
ável," Arcenio da Silva Amorim Telefone, endereço, e-mail e todos os dados do(a) Vara Criminal",data/raw/cartorios-de-paranaiba-ms.html,0
☞ Endereço," Avenida Juca Pinhé, Bairro: Santa Mônica - Paranaíba/MS - CEP 79500-000",data/raw/cartorios-de-paranaiba-ms.html,1
✉ Email, [email protected] ,data/raw/cartorios-de-paranaiba-ms.html,1
 Telefone(s), (67) 3668-1812 ,data/raw/cartorios-de-paranaiba-ms.html,1
ável," Mauro Antonio Braga Telefone, endereço, e-mail e todos os dados do(a) 1ª Vara Cível",data/raw/cartorios-de-paranaiba-ms.html,1
☞ Endereço," Avenida Juca Pinhé, Bairro: Santa Mônica - Paranaíba/MS - CEP 79500-000",data/raw/cartorios-de-paranaiba-ms.html,2
✉ Email, [email protected] ,data/raw/cartorios-de-paranaiba-ms.html,2
 Telefone(s), (67) 3668-1812 ,data/raw/cartorios-de-paranaiba-ms.html,2
ável," Celia Maria Pereira Dias Souza Telefone, endereço, e-mail e todos os dados do(a) 2ª Vara Cível",data/raw/cartorios-de-paranaiba-ms.html,2
☞ Endereço," Rua Alta Andrade Sousa, Bairro: Centro - Candeias/BA - CEP 40100-310",data/raw/cartorios-de-candeias-ba.html,0
✉ Email, [email protected] ,data/raw/cartorios-de-candeias-ba.html,0
 Telefone(s), (75) 3424-2511 ,data/raw/cartorios-de-candeias-ba.html,0
ável," Leonardo Rulian Custódio Telefone, endereço, e-mail e todos os dados do(a) Vara Criminal",data/raw/cartorios-de-candeias-ba.html,0
☞ Endereço," Paço Municipal Ouro Negro, Bairro: Ouro Negro - Candeias/BA - CEP 43800-000",data/raw/cartorios-de-candeias-ba.html,1
✉ Email, [email protected] ,data/raw/cartorios-de-candeias-ba.html,1
 Telefone(s), não Informado. ,data/raw/cartorios-de-candeias-ba.html,1
ável," Jaciara Borges Ramos Telefone, endereço, e-mail e todos os dados do(a) Vara Civel",data/raw/cartorios-de-candeias-ba.html,1
☞ Endereço," Praça J.j. Sabra, Bairro: Centro - Baixa Grande/BA - CEP 44620-000",data/raw/cartorios-de-baixa-grande-ba.html,0
✉ Email, [email protected] ,data/raw/cartorios-de-baixa-grande-ba.html,0
 Telefone(s), (74) 3258-1239 ,data/raw/cartorios-de-baixa-grande-ba.html,0
ável," Narciso Santos Boaventura Telefone, endereço, e-mail e todos os dados do(a) Vara Jurisdição Plena",data/raw/cartorios-de-baixa-grande-ba.html,0
☞ Endereço," , Bairro: - Baixa Grande/BA - CEP ",data/raw/cartorios-de-baixa-grande-ba.html,1
 Telefone(s), não Informado. Sem maiores informações sobre essa unidade judiciária,data/raw/cartorios-de-baixa-grande-ba.html,1
☞ Endereço," Avenida Mato Grosso, Bairro: Centro - Itaquiraí/MS - CEP 79965-000",data/raw/cartorios-de-itaquirai-ms.html,0
✉ Email, [email protected] ,data/raw/cartorios-de-itaquirai-ms.html,0
 Telefone(s), (67) 3476-1947 ,data/raw/cartorios-de-itaquirai-ms.html,0
ável," Simone Atsuko Kimura Telefone, endereço, e-mail e todos os dados do(a) Vara Única",data/raw/cartorios-de-itaquirai-ms.html,0
☞ Endereço," Rua Júlio de Castilhos, Bairro: Centro - Porto Xavier/RS - CEP 98995-000",data/raw/cartorios-de-porto-xavier-rs.html,0
✉ Email, [email protected] ,data/raw/cartorios-de-porto-xavier-rs.html,0
 Telefone(s), (55) 3354-1165 ,data/raw/cartorios-de-porto-xavier-rs.html,0
ável," Franceli Kohl Krewer Telefone, endereço, e-mail e todos os dados do(a) Vara Judicial - Porto Xavier/RS",data/raw/cartorios-de-porto-xavier-rs.html,0
☞ Endereço," Av. Dr. Joaquim Fernandes, Bairro: Centro - Quixeramobim/CE - CEP 63800-000",data/raw/cartorios-de-quixeramobim-ce.html,0
✉ Email, [email protected] ,data/raw/cartorios-de-quixeramobim-ce.html,0
 Telefone(s), não Informado. ,data/raw/cartorios-de-quixeramobim-ce.html,0
ável," Sydney Dyarley Bonfim Rodrigues Telefone, endereço, e-mail e todos os dados do(a) 1ª Vara da Comarca de Quixeramobim",data/raw/cartorios-de-quixeramobim-ce.html,0
☞ Endereço," Av Dr Joaquim Fernandes, Bairro: Centro - Quixeramobim/CE - CEP 63800-000",data/raw/cartorios-de-quixeramobim-ce.html,1
✉ Email, [email protected] ,data/raw/cartorios-de-quixeramobim-ce.html,1
 Telefone(s), (88) 3441-1216 ,data/raw/cartorios-de-quixeramobim-ce.html,1
ável," Camila Carneiro Ferreira Lima Telefone, endereço, e-mail e todos os dados do(a) 2ª Vara da Comarca de Quixeramobim",data/raw/cartorios-de-quixeramobim-ce.html,1
☞ Endereço," Rua Juscelino Kubtischek, Bairro: Centro - Porto Esperidião/MT - CEP 78240-000",data/raw/cartorios-de-porto-esperidiao-mt.html,0
✉ Email, [email protected] ,data/raw/cartorios-de-porto-esperidiao-mt.html,0
 Telefone(s), (65) 3225-1583 ,data/raw/cartorios-de-porto-esperidiao-mt.html,0
ável," Joel Soares Viana Junior Telefone, endereço, e-mail e todos os dados do(a) Vara Única",data/raw/cartorios-de-porto-esperidiao-mt.html,0
☞ Endereço," Lot Dr Otacio Lemos, Bairro: Otacio de Lemos - Limoeiro/PE - CEP 55700-000",data/raw/cartorios-de-limoeiro-pe.html,0
✉ Email, [email protected] ,data/raw/cartorios-de-limoeiro-pe.html,0
 Telefone(s), não Informado. ,data/raw/cartorios-de-limoeiro-pe.html,0
ável," Janaina Teixeira Barbosa Telefone, endereço, e-mail e todos os dados do(a) 1ª Vara da Comarca de Limoeiro",data/raw/cartorios-de-limoeiro-pe.html,0
☞ Endereço," Av. Dr. Otácio de Lemos Vasconcelos, Bairro: Otácio de Lemos - Limoeiro/PE - CEP 55700-000",data/raw/cartorios-de-limoeiro-pe.html,1
✉ Email, [email protected] ,data/raw/cartorios-de-limoeiro-pe.html,1
 Telefone(s), (81) 3628-8643 ,data/raw/cartorios-de-limoeiro-pe.html,1
ável," Gilson da Silva Cruz Telefone, endereço, e-mail e todos os dados do(a) 2ª Vara da Comarca de Limoeiro",data/raw/cartorios-de-limoeiro-pe.html,1
☞ Endereço," Praça Porcina Rosa de Araújo, Bairro: Centro - Conceição do Coité/BA - CEP 48730-000",data/raw/cartorios-de-conceicao-do-coite-ba.html,0
✉ Email, [email protected] ,data/raw/cartorios-de-conceicao-do-coite-ba.html,0
 Telefone(s), não Informado. ,data/raw/cartorios-de-conceicao-do-coite-ba.html,0
ável," Gerivaldo Alves Neiva Telefone, endereço, e-mail e todos os dados do(a) Vara Jurisdição Plena",data/raw/cartorios-de-conceicao-do-coite-ba.html,0
☞ Endereço," , Bairro: - Conceição do Coité/BA - CEP ",data/raw/cartorios-de-conceicao-do-coite-ba.html,1
 Telefone(s), não Informado. Sem maiores informações sobre essa unidade judiciária,data/raw/cartorios-de-conceicao-do-coite-ba.html,1
☞ Endereço," , Bairro: - Conceição do Coité/BA - CEP ",data/raw/cartorios-de-conceicao-do-coite-ba.html,2
 Telefone(s), não Informado. Sem maiores informações sobre essa unidade judiciária,data/raw/cartorios-de-conceicao-do-coite-ba.html,2
Situação do Cartório, Ativo Escrivão(ã) Titular: Raimunda Cristina de Siqueira Sardinha desde 30/11/2001,data/raw/cartorios-de-santarem-pa.html,0
Situação do responsável," VAGO Escrivão(ã) Substituto(a): Não Possui Substituto Informado. Atribuições: • Registro Civil das Pessoas Naturais ☞ Endereço: Rua Turiano Meira nº 370-b, Bairro: Centro - Santarém/PA - CEP 68109-000",data/raw/cartorios-de-santarem-pa.html,0
✉ Email, [email protected] ,data/raw/cartorios-de-santarem-pa.html,0
